bloco	parcela	n	p	k	ms_folha	ms_lenho	ms_casca	ms_galho	altura	dap	volume	p_resina	mo_solo	p_h_solo	k_solo	ca_solo	mg_solo	h_al_solo	al_solo	sb	ctc	v	ca_ctc	mg_ctc	m	compartimento	n_2	p_2	k_2	ca	mg	s	b	cu	fe	mn	zn	Dose_N	Dose_P	Dose_K
D	7	1	0	1	1632.70032075472	1550.91636809816	1197.54301840491	1046.11610616438	6.8	0.0604788783749202	26.0461498376131	2	14	3.9	1.1	1	1	31	4	3.1	34.1	9	3	3	56	LENHO	3256.92437300613	191.792033806059	4613.97619509202	697.912365644171	232.637455214724	683.595304698098	14948.6813531144	3101.83273619632	322590.604564417	184559.047803681	54282.0728834356	140	100	180
D	7	1	0	1	1632.70032075472	1550.91636809816	1197.54301840491	1046.11610616438	6.8	0.0604788783749202	26.0461498376131	2	14	3.9	1.1	1	1	31	4	3.1	34.1	9	3	3	56	GALHO	9007.05967407534	1962.57072916871	8133.55272542808	8944.29270770548	1490.71545128425	739.570779011272	16945.9189797513	3138.34831849315	55444.1536267123	1106790.84032192	11507.2771678082	140	100	180
D	7	1	0	1	1632.70032075472	1550.91636809816	1197.54301840491	1046.11610616438	6.8	0.0604788783749202	26.0461498376131	2	14	3.9	1.1	1	1	31	4	3.1	34.1	9	3	3	56	CASCA	5113.50868858896	1387.46031809276	9310.89696809816	21406.0814539877	3892.01480981595	575.371763433361	23532.6085376766	17963.1452760736	35926.2905521472	1807092.41477301	13172.973202454	140	100	180
D	8	1	1	1	2499.06351976744	1876.18578571429	788.541851966874	2396.63266386555	6.17	0.0541126806512444	18.9195336320446	3	12	4	0.2	4	3	20	4	7.2	27.2	26	15	11	36	FOLHA	48456.8416482907	3666.32882938777	26739.9796615116	15369.2406465698	7622.1437352907	3716.904112877	76967.7173020321	32487.8257569767	412345.480761628	1939273.29133953	49981.2703953488	140	70	0
D	8	1	1	1	2499.06351976744	1876.18578571429	788.541851966874	2396.63266386555	6.17	0.0541126806512444	18.9195336320446	3	12	4	0.2	4	3	20	4	7.2	27.2	26	15	11	36	LENHO	5384.653205	232.016048732156	6097.60380357143	1266.42540535714	797.378958928571	537.054542590955	14156.9538476123	3752.37157142857	245780.337928571	174485.278071429	641655.538714286	140	70	0
D	8	1	1	1	2499.06351976744	1876.18578571429	788.541851966874	2396.63266386555	6.17	0.0541126806512444	18.9195336320446	3	12	4	0.2	4	3	20	4	7.2	27.2	26	15	11	36	GALHO	13253.3786311765	3049.59679924972	19053.2296777311	13241.3954678571	3475.11736260504	1247.6755928821	29524.3498042192	16776.4286470588	71898.9799159664	1370873.88373109	21569.6939747899	140	70	0
D	8	1	1	1	2499.06351976744	1876.18578571429	788.541851966874	2396.63266386555	6.17	0.0541126806512444	18.9195336320446	3	12	4	0.2	4	3	20	4	7.2	27.2	26	15	11	36	CASCA	3422.27163753623	1033.68564925379	8062.84043636128	16776.2279005952	2444.47974109731	378.862979395521	16424.3900493251	3942.70925983437	132475.031130435	933633.552728779	10251.0440755694	140	70	0
D	8	1	1	0	1961.55972193878	3146.64056019152	692.656727086184	1242.7555137931	6.1	0.0541126806512444	18.7048873833828	4	13	4	0.6	2	1	25	3	3.6	28.6	13	7	3	25	FOLHA	33091.5125091071	2571.37415048395	14025.1520118622	12553.9822204082	6816.42003373724	2814.60118672558	63003.3670757279	17654.037497449	317772.674954082	1477054.4706199	33346.5152729592	140	70	0
D	8	1	1	0	1961.55972193878	3146.64056019152	692.656727086184	1242.7555137931	6.1	0.0541126806512444	18.7048873833828	4	13	4	0.6	2	1	25	3	3.6	28.6	13	7	3	25	LENHO	5947.15065876197	389.125168261537	8574.59552652189	865.326154052668	1415.98825208618	1020.32816671278	27018.758684766	9439.92168057455	283197.650417237	254877.885375513	81812.6545649795	140	70	0
D	8	1	1	0	1961.55972193878	3146.64056019152	692.656727086184	1242.7555137931	6.1	0.0541126806512444	18.7048873833828	4	13	4	0.6	2	1	25	3	3.6	28.6	13	7	3	25	GALHO	7829.35973689655	1922.18058454663	9879.90633465517	6275.91534465517	2019.47770991379	11401.7135488149	16667.9394794986	9942.04411034483	44739.1984965517	710856.153889655	13670.3106517241	140	70	0
D	8	1	1	0	1961.55972193878	3146.64056019152	692.656727086184	1242.7555137931	6.1	0.0541126806512444	18.7048873833828	4	13	4	0.6	2	1	25	3	3.6	28.6	13	7	3	25	CASCA	2181.86869032148	699.590689391049	5333.45679856361	10095.4717972811	2199.18510849863	305.301366432996	12007.9668359455	6926.56727086184	12467.8210875513	543042.874035568	7619.22399794802	140	70	0
D	9	1	1	1	2794.61873320537	3280.21982223222	1560.93219126913	1736.05008163265	6.82	0.070028174960434	35.0233074287031	844	17	4.2	4.4	2	2	34	3	8.4	42.4	20	5	5	26	FOLHA	49297.0744537428	3237.81487339447	24941.972193858	34793.0032284069	8453.72166794626	3307.66726541581	131827.059641337	22356.949865643	483469.04084453	3395461.76084453	44713.899731286	140	70	90
D	9	1	1	1	2794.61873320537	3280.21982223222	1560.93219126913	1736.05008163265	6.82	0.070028174960434	35.0233074287031	844	17	4.2	4.4	2	2	34	3	8.4	42.4	20	5	5	26	LENHO	7118.07701424392	614.872981471424	12300.8243333708	3034.20333556481	1476.0989200045	1189.6620312189	24751.2378501925	6560.43964446445	278818.684889739	314901.102934293	75445.0559113411	140	70	90
D	9	1	1	1	2794.61873320537	3280.21982223222	1560.93219126913	1736.05008163265	6.82	0.070028174960434	35.0233074287031	844	17	4.2	4.4	2	2	34	3	8.4	42.4	20	5	5	26	GALHO	8749.69241142857	2410.47273162406	12325.9555795918	18358.7296132653	2039.85884591837	1009.77594908487	24240.7511252186	10416.3004897959	67705.9531836735	1140584.90363265	20832.6009795918	140	70	90
D	9	1	1	1	2794.61873320537	3280.21982223222	1560.93219126913	1736.05008163265	6.82	0.070028174960434	35.0233074287031	844	17	4.2	4.4	2	2	34	3	8.4	42.4	20	5	5	26	CASCA	6555.91520333034	2290.01409860202	12643.5507492799	35745.347180063	4253.54022120837	749.965799714387	38164.9761827453	7804.66095634563	40584.2369729973	1933994.98498245	14048.3897214221	140	70	90
D	9	1	1	0	2051.97227118644	2181.54534826203	798.126346925134	1413.78956896552	5.45	0.0541126806512444	16.7117436458092	3	14	4	4.6	2	1	22	4	7.6	29.6	26	7	3	34	FOLHA	42947.7796359322	3507.14051199216	18159.9546	14876.7989661017	5848.12097288136	2944.33227039396	59200.8054969082	18467.750440678	254444.561627119	1153208.41640678	41039.4454237288	140	70	90
D	9	1	1	0	2051.97227118644	2181.54534826203	798.126346925134	1413.78956896552	5.45	0.0541126806512444	16.7117436458092	3	14	4	4.6	2	1	22	4	7.6	29.6	26	7	3	34	LENHO	4275.82888259358	549.55030810617	8617.10412563503	1308.92720895722	1472.54311007687	833.441355684891	24516.4731954108	6544.6360447861	460306.068483289	148345.083681818	244333.079005348	140	70	90
D	9	1	1	0	2051.97227118644	2181.54534826203	798.126346925134	1413.78956896552	5.45	0.0541126806512444	16.7117436458092	3	14	4	4.6	2	1	22	4	7.6	29.6	26	7	3	34	GALHO	8807.90901465517	2592.74744615811	10921.5244202586	12865.4850775862	2580.16596336207	736.012141228391	19740.9748988883	11310.3165517241	45241.2662068965	609343.304224138	14137.8956896552	140	70	90
D	9	1	1	0	2051.97227118644	2181.54534826203	798.126346925134	1413.78956896552	5.45	0.0541126806512444	16.7117436458092	3	14	4	4.6	2	1	22	4	7.6	29.6	26	7	3	34	CASCA	2849.31105852273	1430.26920196303	5427.25915909091	19973.1118318015	3332.17749841243	351.789067764443	18538.9930972136	8779.38981617647	30328.8011831551	734276.239171123	7981.26346925134	140	70	90
D	10	1	1	1	2937.90115196078	1491.03075517241	842.756513793104	2526.22319262295	7.45	0.0455183137242821	16.164257777899	56	19	4.3	0.2	5	1	25	2	6.2	31.2	20	16	3	24	FOLHA	57582.8625784314	4310.13922060201	18949.4624301471	20124.6228909314	8446.46581188725	3620.83573522592	108364.968748018	11751.6046078431	549387.515416667	3525481.38235294	38192.7149754902	140	70	135
D	10	1	1	1	2937.90115196078	1491.03075517241	842.756513793104	2526.22319262295	7.45	0.0455183137242821	16.164257777899	56	19	4.3	0.2	5	1	25	2	6.2	31.2	20	16	3	24	LENHO	2504.93166868965	279.491794935427	3951.2315012069	1453.7549862931	670.963839827586	540.763355183054	16756.3858215643	2982.06151034483	156558.229293103	219181.521010345	34293.7073689655	140	70	135
D	10	1	1	1	2937.90115196078	1491.03075517241	842.756513793104	2526.22319262295	7.45	0.0455183137242821	16.164257777899	56	19	4.3	0.2	5	1	25	2	6.2	31.2	20	16	3	24	GALHO	21043.4391945492	7290.58851825063	16609.9174914959	21409.7415574795	4231.42384764344	1839.81304717315	33881.913875262	20209.7855409836	113680.043668033	2543906.75497131	30314.6783114754	140	70	135
D	10	1	1	1	2937.90115196078	1491.03075517241	842.756513793104	2526.22319262295	7.45	0.0455183137242821	16.164257777899	56	19	4.3	0.2	5	1	25	2	6.2	31.2	20	16	3	24	CASCA	3598.57031389655	820.360676491438	5751.81320663793	12514.9342298276	3665.990835	388.139604064549	14610.1118673543	5056.53908275862	54779.1733965517	1085470.38976552	10113.0781655172	140	70	135
D	10	1	1	0	3752.47288829787	2248.115882494	732.53214148681	2816.44865506329	7.55	0.0528394411065093	22.0744833476689	6	15	3.7	0.2	2	1	25	4	3.2	28.2	11	7	4	56	FOLHA	60677.4866037766	4347.57428101999	31239.3367950798	13039.8432868351	7223.5103099734	4904.61238187167	91748.404709269	18762.3644414894	619158.026569149	2776829.93734043	56287.0933244681	140	70	135
D	10	1	1	0	3752.47288829787	2248.115882494	732.53214148681	2816.44865506329	7.55	0.0528394411065093	22.0744833476689	6	15	3.7	0.2	2	1	25	4	3.2	28.2	11	7	4	56	LENHO	5507.88391211031	566.32000653445	7250.17372104317	2753.94195605516	1180.26083830935	643.518811493726	19303.5395567387	11240.57941247	148375.648244604	406908.974731415	53954.7811798561	140	70	135
D	10	1	1	0	3752.47288829787	2248.115882494	732.53214148681	2816.44865506329	7.55	0.0528394411065093	22.0744833476689	6	15	3.7	0.2	2	1	25	4	3.2	28.2	11	7	4	56	GALHO	19320.8377737342	4020.91509128011	13518.9535443038	11547.4394857595	5421.66366099684	1813.12630796518	33169.6668507912	14082.2432753165	90126.3569620253	1151927.49992089	33797.3838607595	140	70	135
D	10	1	1	0	3752.47288829787	2248.115882494	732.53214148681	2816.44865506329	7.55	0.0528394411065093	22.0744833476689	6	15	3.7	0.2	2	1	25	4	3.2	28.2	11	7	4	56	CASCA	2563.86249520384	988.59475427163	6904.11543351319	13350.3982785971	1758.07713956834	351.952542448353	12699.2510391706	3662.66070743405	21975.9642446043	1007231.69454436	8057.85355635491	140	70	135
