bloco	parcela	n	p	k	ms_folha	ms_lenho	ms_casca	ms_galho	altura	dap	volume	p_resina	mo_solo	p_h_solo	k_solo	ca_solo	mg_solo	h_al_solo	al_solo	sb	ctc	v	ca_ctc	mg_ctc	m	compartimento	n_2	p_2	k_2	ca	mg	s	b	cu	fe	mn	zn	Dose_N	Dose_P	Dose_K
C	8	1	0	1	1308.663395	6255.3035106383	625.530351063829	1466.1617481203	6.1	0.0566591597407147	20.5067699603841	25	15	3.9	0.6	2	2	25	5	4.6	29.6	16	7	7	52	GALHO	8313.1371118421	1809.62456824264	10959.5590671992	6231.18742951128	2419.1668843985	822.78624856278	14131.7644430124	7330.8087406015	54247.9846804511	763870.270770677	11729.2939849624	140	70	0
C	8	1	0	1	1308.663395	6255.3035106383	625.530351063829	1466.1617481203	6.1	0.0566591597407147	20.5067699603841	25	15	3.9	0.6	2	2	25	5	4.6	29.6	16	7	7	52	CASCA	3240.24721851063	260.288017319723	7803.49112952127	9054.55183164892	2032.97364095744	300.542440347636	13774.9054688543	3753.18210638297	13761.6677234042	724989.676882978	6255.30351063829	140	70	0
C	9	1	1	1	1377.17604423077	6943.94188318777	612.079983624454	867.698089147287	5.7	0.0537943707650606	17.2733146790728	795	16	4	0.4	9	2	34	4	11.4	45.4	25	20	4	26	FOLHA	23329.3621892692	1595.58118834282	11223.9847604808	8469.63267201923	4062.66933048077	1498.07940093495	34521.4589332783	9640.23230961539	242382.983784615	994321.103934615	16526.1125307692	140	70	90
C	9	1	1	1	1377.17604423077	6943.94188318777	612.079983624454	867.698089147287	5.7	0.0537943707650606	17.2733146790728	795	16	4	0.4	9	2	34	4	11.4	45.4	25	20	4	26	LENHO	12637.9742274017	0	21352.6212908024	3819.16803575328	3298.37239451419	1987.68989737006	52396.2314975995	27775.7675327511	770777.549033843	631898.711370087	194430.372729258	140	70	90
C	9	1	1	1	1377.17604423077	6943.94188318777	612.079983624454	867.698089147287	5.7	0.0537943707650606	17.2733146790728	795	16	4	0.4	9	2	34	4	11.4	45.4	25	20	4	26	GALHO	5162.80363042636	940.451889668737	7505.58847112403	2863.40369418605	1214.7773248062	416.894401292921	11162.1303563801	5206.18853488372	20824.7541395349	330592.971965116	6941.58471317829	140	70	90
C	9	1	1	1	1377.17604423077	6943.94188318777	612.079983624454	867.698089147287	5.7	0.0537943707650606	17.2733146790728	795	16	4	0.4	9	2	34	4	11.4	45.4	25	20	4	26	CASCA	2313.66233810044	275.121035432192	5126.1698628548	9227.10575313864	2081.07194432314	221.987658159925	10262.0422090251	3672.47990174672	21422.7994268559	554544.465163755	6732.87981986899	140	70	90
C	9	0	1	1	1544.28185357143	8396.39357478992	698.037470588235	1391.90128214286	6.3	0.0572957795130823	21.6577322179142	2	13	3.9	4.6	2	2	22	4	8.6	30.6	28	7	7	32	FOLHA	26268.23432925	1789.188161804	12933.3605236607	11504.8998091071	5289.16534848214	1865.39583553851	66980.5979571548	15442.8185357143	237819.40545	1443903.53308929	26252.7915107143	140	70	90
C	9	0	1	1	1544.28185357143	8396.39357478992	698.037470588235	1391.90128214286	6.3	0.0572957795130823	21.6577322179142	2	13	3.9	4.6	2	2	22	4	8.6	30.6	28	7	7	32	LENHO	15281.4363061176	508.314771787195	23929.7216881513	6717.11485983193	5247.7459842437	3045.18330369101	72095.9790227077	33585.5742991597	3022701.68692437	940396.080376471	361044.923715966	140	70	90
C	9	0	1	1	1544.28185357143	8396.39357478992	698.037470588235	1391.90128214286	6.3	0.0572957795130823	21.6577322179142	2	13	3.9	4.6	2	2	22	4	8.6	30.6	28	7	7	32	GALHO	8574.111898	1203.95305792092	8455.80028901786	7899.03977616071	1739.87660267857	668.753174561039	17905.5177703105	8351.40769285714	51500.3474392857	790599.928257143	9743.308975	140	70	90
C	9	0	1	1	1544.28185357143	8396.39357478992	698.037470588235	1391.90128214286	6.3	0.0572957795130823	21.6577322179142	2	13	3.9	4.6	2	2	22	4	8.6	30.6	28	7	7	32	CASCA	2443.13114705882	504.892570601824	5322.53571323529	13297.6138147059	1954.50491764706	280.269639106246	12904.3488056233	3490.18735294118	22337.1990588235	924201.611058824	6282.33723529412	140	70	90
C	10	1	1	1	2048.27919301471	8755.53366666667	866.664499999999	1845.6620525	6.5	0.0579323992854499	22.8445997105146	32	17	4.3	3.2	4	2	31	2	9.2	40.2	23	10	5	18	FOLHA	33694.1927250919	1919.35790686232	15822.9567660386	12033.6402589614	5632.76778079044	1943.25639737811	60415.4723208889	14337.9543511029	303145.320566176	1534161.11556801	28675.9087022059	140	70	135
C	10	1	1	1	2048.27919301471	8755.53366666667	866.664499999999	1845.6620525	6.5	0.0579323992854499	22.8445997105146	32	17	4.3	3.2	4	2	31	2	9.2	40.2	23	10	5	18	LENHO	24515.4942666667	530.056989111319	17511.0673333333	875.553366666668	1751.10673333333	2176.92888705781	61544.7153932689	26266.601	490309.885333333	814264.631	148844.072333333	140	70	135
C	10	1	1	1	2048.27919301471	8755.53366666667	866.664499999999	1845.6620525	6.5	0.0579323992854499	22.8445997105146	32	17	4.3	3.2	4	2	31	2	9.2	40.2	23	10	5	18	GALHO	10852.4928687	2000.41510598379	9597.442673	6459.81718375	2953.059284	960.842906938752	22736.8895033304	7382.64821	64598.1718375	908065.72983	18456.620525	140	70	135
C	10	1	1	1	2048.27919301471	8755.53366666667	866.664499999999	1845.6620525	6.5	0.0579323992854499	22.8445997105146	32	17	4.3	3.2	4	2	31	2	9.2	40.2	23	10	5	18	CASCA	4549.98862499999	566.526485379082	7171.64873749999	12024.9699375	2773.3264	416.397802839921	19084.9597312244	5199.98699999999	22533.277	745331.469999999	9533.30949999999	140	70	135
C	10	1	1	0	1308.22457753165	9587.21805816135	958.721805816134	1089.02681329114	7.1	0.0576140893992661	24.679872882896	4	14	4.3	0.1	2	3	18	3	5.1	23.1	22	9	13	37	FOLHA	23077.0815476582	1816.4451039424	8372.63729620253	7424.17447749209	4546.08040692247	1580.2534189163	44654.2071013055	9157.57204272152	218473.504447785	995558.903501582	18315.144085443	140	70	135
C	10	1	1	0	1308.22457753165	9587.21805816135	958.721805816134	1089.02681329114	7.1	0.0576140893992661	24.679872882896	4	14	4.3	0.1	2	3	18	3	5.1	23.1	22	9	13	37	LENHO	20133.1579221388	580.406875392367	22290.2819852251	5512.65038344278	5033.28948053471	2026.84322155971	72341.3451961065	47936.0902908068	603994.737664165	766977.444652908	239680.451454034	140	70	135
C	10	1	1	0	1308.22457753165	9587.21805816135	958.721805816134	1089.02681329114	7.1	0.0576140893992661	24.679872882896	4	14	4.3	0.1	2	3	18	3	5.1	23.1	22	9	13	37	GALHO	8309.27458541139	1427.58610179504	6071.3244840981	5363.45705545886	1769.6685715981	611.144225690558	12825.6045156393	5445.13406645569	55540.3674778481	596786.693683544	17424.4290126582	140	70	135
C	10	1	1	0	1308.22457753165	9587.21805816135	958.721805816134	1089.02681329114	7.1	0.0576140893992661	24.679872882896	4	14	4.3	0.1	2	3	18	3	5.1	23.1	22	9	13	37	CASCA	4362.18421646341	968.319259507729	6711.05264071294	17424.7688207082	2780.29323686679	422.574510430411	17723.5193110519	10545.9398639775	26844.2105628518	1095819.02404784	10545.9398639775	140	70	135
D	1	1	1	1	1656.72938252149	10342.6607104478	953.728958955223	1581.34319689119	7.1	0.0611154981472878	27.7707894739195	52	16	4.1	64.1	7	3	25	2	74.1	99.1	75	7	3	3	FOLHA	29804.5615915616	2171.7774182029	14082.1997514327	11100.086862894	5094.44285125358	2041.84710157078	64613.574064917	13253.8350601719	314778.582679083	1611997.68919341	24850.9407378224	140	70	180
D	1	1	1	1	1656.72938252149	10342.6607104478	953.728958955223	1581.34319689119	7.1	0.0611154981472878	27.7707894739195	52	16	4.1	64.1	7	3	25	2	74.1	99.1	75	7	3	3	LENHO	18823.6424930149	626.141113071297	31803.6816846269	4912.76383746269	5947.02990850746	2960.56657038806	56845.3544336983	20685.3214208955	1458315.16017313	1375573.87448955	289594.499892537	140	70	180
D	1	1	1	1	1656.72938252149	10342.6607104478	953.728958955223	1581.34319689119	7.1	0.0611154981472878	27.7707894739195	52	16	4.1	64.1	7	3	25	2	74.1	99.1	75	7	3	3	GALHO	8855.52190259067	2319.95869895212	14271.622351943	8420.65252344559	3478.95503316062	634.92649860519	19480.7199323714	18976.1183626943	66416.4142694301	1263493.21431606	28464.1775440414	140	70	180
D	1	1	1	1	1656.72938252149	10342.6607104478	953.728958955223	1581.34319689119	7.1	0.0611154981472878	27.7707894739195	52	16	4.1	64.1	7	3	25	2	74.1	99.1	75	7	3	3	CASCA	3805.37854623134	689.834981693059	8512.03095867537	18359.282459888	3028.08944468283	496.506770626258	19865.0412582988	5722.37375373134	30519.3266865671	1481141.07325746	12398.4764664179	140	70	180
D	1	1	0	1	1250.22518493151	7767.42244186047	776.742244186047	1090.94965357143	7.55	0.0541126806512444	23.1511311056623	15	13	4	2.8	3	1	22	2	6.8	28.8	24	10	3	23	FOLHA	25029.5082023288	1933.73398879697	13471.176367637	8845.34318339041	3188.07422157534	1665.60274804871	38505.2151882253	11252.0266643836	197535.579219178	1422756.26045205	20003.6029589041	140	70	180
D	1	1	0	1	1250.22518493151	7767.42244186047	776.742244186047	1090.94965357143	7.55	0.0541126806512444	23.1511311056623	15	13	4	2.8	3	1	22	2	6.8	28.8	24	10	3	23	LENHO	21748.7828372093	960.548085118253	25826.679619186	5825.56683139535	3883.71122093023	4043.6832671232	70770.3073966532	23302.2673255814	5320684.37267442	1134043.67651163	333999.165	140	70	180
D	1	1	0	1	1250.22518493151	7767.42244186047	776.742244186047	1090.94965357143	7.55	0.0541126806512444	23.1511311056623	15	13	4	2.8	3	1	22	2	6.8	28.8	24	10	3	23	GALHO	7102.08224475	1022.28390090178	7118.44648955357	5536.569491875	1445.50829098214	480.856399599391	13439.5143972058	8727.59722857143	38183.237875	690571.130710714	17455.1944571429	140	70	180
D	1	1	0	1	1250.22518493151	7767.42244186047	776.742244186047	1090.94965357143	7.55	0.0541126806512444	23.1511311056623	15	13	4	2.8	3	1	22	2	6.8	28.8	24	10	3	23	CASCA	3153.57351139535	616.519522498453	8330.56056889535	17127.1664843023	2640.92363023256	404.36832671232	14359.3335220138	5437.19570930233	24079.0095697675	1141811.09895349	8544.16468604652	140	70	180
D	2	1	1	1	1892.05876190476	9998.32211157025	893.38619628099	1542.85328571429	7.35	0.0601605684887364	27.8572580652922	6	15	4.2	0.7	4	2	25	2	6.7	31.7	21	13	6	23	FOLHA	34038.1371266667	2553.44340658724	18447.5729285714	12298.381952381	5345.06600238095	2520.68052322179	71113.5847118332	11352.3525714286	283808.814285714	2370749.62866667	28380.8814285714	0	70	180
D	2	1	1	1	1892.05876190476	9998.32211157025	893.38619628099	1542.85328571429	7.35	0.0601605684887364	27.8572580652922	6	15	4.2	0.7	4	2	25	2	6.7	31.7	21	13	6	23	LENHO	25895.6542689669	605.29497302952	30744.8404930785	6748.86742530992	1499.74831673554	2113.75513479175	54952.7998728953	19996.6442231405	349941.273904959	1289783.55239256	219963.086454545	0	70	180
D	2	1	1	1	1892.05876190476	9998.32211157025	893.38619628099	1542.85328571429	7.35	0.0601605684887364	27.8572580652922	6	15	4.2	0.7	4	2	25	2	6.7	31.7	21	13	6	23	GALHO	11987.97003	2764.84487225129	12805.6822714286	10067.1176892857	1889.995275	834.424749222839	18170.375445968	18514.2394285714	58628.4248571429	1206511.26942857	18514.2394285714	0	70	180
D	2	1	1	1	1892.05876190476	9998.32211157025	893.38619628099	1542.85328571429	7.35	0.0601605684887364	27.8572580652922	6	15	4.2	0.7	4	2	25	2	6.7	31.7	21	13	6	23	CASCA	3814.75905811983	646.188882668983	9291.2164413223	11859.7017556301	2255.8001456095	393.776622403359	17555.7013877025	4466.93098140495	32161.9030661157	853183.817448346	8933.8619628099	0	70	180
D	2	0	1	1	2673.48641721133	9931.82082357043	1306.27288493724	2372.37900627615	7.2	0.060797188261104	27.8693378850698	26	13	4.2	3.4	4	2	22	2	9.4	31.4	30	13	6	18	FOLHA	44540.2837107408	2700.24982441521	22123.1001024238	12431.7118400327	7017.90184517974	3427.41739883763	78856.4103907996	18714.4049204793	430431.313171024	1807276.81803486	37428.8098409586	0	70	180
D	2	0	1	1	2673.48641721133	9931.82082357043	1306.27288493724	2372.37900627615	7.2	0.060797188261104	27.8693378850698	26	13	4.2	3.4	4	2	22	2	9.4	31.4	30	13	6	18	LENHO	13904.5491529986	601.269007984876	24332.9610177476	8938.63874121339	1738.06864412483	1371.59742156492	64711.4312608512	19863.6416471409	2304182.43106834	893863.874121339	198636.416471409	0	70	180
D	2	0	1	1	2673.48641721133	9931.82082357043	1306.27288493724	2372.37900627615	7.2	0.060797188261104	27.8693378850698	26	13	4.2	3.4	4	2	22	2	9.4	31.4	30	13	6	18	GALHO	9631.85876548117	2396.12812464763	14234.2740376569	6464.73279210251	3262.02113362971	1045.67027791667	25389.3356027926	9489.5160251046	71171.3701882845	951323.981516737	26096.1690690377	0	70	180
D	2	0	1	1	2673.48641721133	9931.82082357043	1306.27288493724	2372.37900627615	7.2	0.060797188261104	27.8693378850698	26	13	4.2	3.4	4	2	22	2	9.4	31.4	30	13	6	18	CASCA	5303.46791284518	944.83104786286	10580.8103679916	20573.7979377615	3200.36856809623	575.764128334364	27208.1124414023	7837.63730962342	61394.8255920502	1340235.97994561	14369.0017343096	0	70	180
D	3	1	1	1	1487.46673049645	10865.3023495702	939.825730659024	1394.19941304348	7.9	0.066845076098596	36.9652034460079	30	14	4.1	1.9	4	1	25	2	6.9	31.9	22	13	3	22	FOLHA	25614.1770991489	2065.31944613472	13870.6272618794	9445.41373865248	3569.92015319149	1906.9366948995	51784.9487171946	10412.2671134752	306418.14648227	1734386.20775887	20824.5342269504	70	70	180
D	3	1	1	1	1487.46673049645	10865.3023495702	939.825730659024	1394.19941304348	7.9	0.066845076098596	36.9652034460079	30	14	4.1	1.9	4	1	25	2	6.9	31.9	22	13	3	22	LENHO	28901.7042498567	1343.64333139202	30422.8465787966	12495.0977020057	5704.28373352436	4575.22812826938	87625.353581043	21730.6046991404	1325566.88664756	1684121.86418338	369420.279885387	70	70	180
D	3	1	1	1	1487.46673049645	10865.3023495702	939.825730659024	1394.19941304348	7.9	0.066845076098596	36.9652034460079	30	14	4.1	1.9	4	1	25	2	6.9	31.9	22	13	3	22	GALHO	10930.5233982609	2615.59395036535	10979.3203777174	5472.23269619565	1359.34442771739	839.637442424237	13438.1474056162	4182.59823913044	37643.3841521739	996852.580326087	16730.3929565217	70	70	180
D	3	1	1	1	1487.46673049645	10865.3023495702	939.825730659024	1394.19941304348	7.9	0.066845076098596	36.9652034460079	30	14	4.1	1.9	4	1	25	2	6.9	31.9	22	13	3	22	CASCA	4078.84367106016	422.43797389619	7918.03178080228	19031.4710458452	2842.97283524355	414.245713004369	19575.4535288562	3759.3029226361	15977.0374212034	1481165.35151862	11277.9087679083	70	70	180
D	3	0	1	1	1452.2724339207	8592.57111111111	1370.36694444444	1244.25918442623	6.7	0.0541126806512444	20.5447123719123	8	13	3.9	0.1	3	1	20	3	4.1	24.1	17	12	4	42	FOLHA	21043.427567511	1204.28714903907	10383.747902533	8132.72562995595	3558.06746310573	1718.88706429574	35508.2322995574	7261.36216960352	255599.948370044	1151652.04009912	17427.2692070485	70	70	180
D	3	0	1	1	1452.2724339207	8592.57111111111	1370.36694444444	1244.25918442623	6.7	0.0541126806512444	20.5447123719123	8	13	3.9	0.1	3	1	20	3	4.1	24.1	17	12	4	42	LENHO	12029.5995555556	520.191292190466	18474.0278888889	6444.42833333334	1503.69994444445	2297.58575092324	82820.4603330657	17185.1422222222	567109.693333333	945182.822222223	197629.135555556	70	70	180
D	3	0	1	1	1452.2724339207	8592.57111111111	1370.36694444444	1244.25918442623	6.7	0.0541126806512444	20.5447123719123	8	13	3.9	0.1	3	1	20	3	4.1	24.1	17	12	4	42	GALHO	5312.9867175	1441.58516001648	6439.04127940574	5101.46265614754	1928.60173586066	698.258120501614	16006.2392523389	7465.55510655738	97052.2163852459	661945.886114754	11198.3326598361	70	70	180
D	3	0	1	1	1452.2724339207	8592.57111111111	1370.36694444444	1244.25918442623	6.7	0.0541126806512444	20.5447123719123	8	13	3.9	0.1	3	1	20	3	4.1	24.1	17	12	4	42	CASCA	4700.35861944444	1284.11431366003	7125.9081111111	18088.8436666666	4213.87835416666	658.406782268252	28543.1155621183	12333.3025	150740.363888889	1311441.16583333	19185.1372222222	70	70	180
D	4	1	1	1	1795.86327892562	2243.87788543689	733.978747572816	976.137910526316	6.3	0.0579323992854499	22.1416889501911	32	15	5	3	11	8	18	2	22	40	55	28	20	8	FOLHA	28033.4257840289	2080.66766532371	14232.2164854855	13154.6985181302	5836.55565650826	2347.25567276852	52970.2828550154	19754.4960681818	299909.167580578	1483383.06839256	26937.9491838843	105	70	180
D	4	1	1	1	1795.86327892562	2243.87788543689	733.978747572816	976.137910526316	6.3	0.0579323992854499	22.1416889501911	32	15	5	3	11	8	18	2	22	40	55	28	20	8	LENHO	4398.00065545631	206.481425451427	6002.37334354369	1514.6175726699	1178.03588985437	727.598772525777	14620.1338224498	4487.75577087379	74047.9702194175	208680.643345631	40389.8019378641	105	70	180
D	4	1	1	1	1795.86327892562	2243.87788543689	733.978747572816	976.137910526316	6.3	0.0579323992854499	22.1416889501911	32	15	5	3	11	8	18	2	22	40	55	28	20	8	GALHO	3826.46060926316	985.909711205149	6296.08952289474	5295.54816460526	1366.59307473684	242.70168970591	8893.75858034671	4880.68955263158	37093.2406	471474.61078421	6832.96537368421	105	70	180
D	4	1	1	1	1795.86327892562	2243.87788543689	733.978747572816	976.137910526316	6.3	0.0579323992854499	22.1416889501911	32	15	5	3	11	8	18	2	22	40	55	28	20	8	CASCA	3339.60330145631	329.912753920988	6165.42147961165	14973.1664504854	1504.65643252427	352.647579104161	17048.9634719831	2935.91499029126	18349.4686893204	735446.705067961	6605.80872815534	105	70	180
D	4	0	1	1	914.016406542056	1329.84163662791	783.331375	754.52007751938	5.9	0.0534760608788768	17.6684314192564	6	16	4	0.7	4	1	25	3	5.7	30.7	19	13	3	34	FOLHA	17914.7215682243	1198.1680366976	8637.45504182243	5758.30336121495	2582.09634848131	1408.07454532868	29357.3071115519	7312.13125233645	145328.608640187	620617.140042056	14624.2625046729	105	70	180
D	4	0	1	1	914.016406542056	1329.84163662791	783.331375	754.52007751938	5.9	0.0534760608788768	17.6684314192564	6	16	4	0.7	4	1	25	3	5.7	30.7	19	13	3	34	LENHO	3444.28983886628	164.453117766503	5119.89030101744	2160.99265952035	565.182695566861	431.213814594791	13523.0233401261	2659.68327325581	102397.806020349	160910.838031977	34575.8825523256	105	70	180
D	4	0	1	1	914.016406542056	1329.84163662791	783.331375	754.52007751938	5.9	0.0534760608788768	17.6684314192564	6	16	4	0.7	4	1	25	3	5.7	30.7	19	13	3	34	GALHO	3644.3319744186	652.637343069097	5074.14752131783	2999.21730813953	867.698089147287	317.717940186654	8074.91695741079	3772.6003875969	24899.1625581395	336515.954573643	4527.12046511628	105	70	180
D	4	0	1	1	914.016406542056	1329.84163662791	783.331375	754.52007751938	5.9	0.0534760608788768	17.6684314192564	6	16	4	0.7	4	1	25	3	5.7	30.7	19	13	3	34	CASCA	2686.82661625	512.052784861863	7010.81580625	15921.210196875	2330.410840625	376.359552566852	15393.0425211015	10966.63925	67366.49825	811531.3045	7049.982375	105	70	180
D	5	1	1	1	1858.72111495845	1313.94935628415	1165.89872459016	1239.67944047619	7.35	0.066845076098596	34.3916766238175	19	14	3.8	3.1	2	1	28	4	6.1	34.1	18	6	3	40	FOLHA	34219.055726385	2580.7991432411	16356.7458116343	10501.7742995152	4879.14292676593	2667.04021164502	53625.3772747271	11152.3266897507	368026.780761773	1933069.95955679	26022.0956094183	140	0	180
D	5	1	1	1	1858.72111495845	1313.94935628415	1165.89872459016	1239.67944047619	7.35	0.066845076098596	34.3916766238175	19	14	3.8	3.1	2	1	28	4	6.1	34.1	18	6	3	40	LENHO	2299.41137349727	204.283267442859	4960.15881997268	459.882274699454	722.672145956284	426.060591353099	10596.6012935238	2627.89871256831	107743.847215301	225999.289280874	53871.9236076503	140	0	180
D	5	1	1	1	1858.72111495845	1313.94935628415	1165.89872459016	1239.67944047619	7.35	0.066845076098596	34.3916766238175	19	14	3.8	3.1	2	1	28	4	6.1	34.1	18	6	3	40	GALHO	10413.3073	2325.70607516151	11591.0027684524	5144.66967797619	1549.59930059524	746.579911804106	15271.7310406194	9917.43552380952	52066.5365	957032.528047619	17355.5121666667	140	0	180
D	5	1	1	1	1858.72111495845	1313.94935628415	1165.89872459016	1239.67944047619	7.35	0.066845076098596	34.3916766238175	19	14	3.8	3.1	2	1	28	4	6.1	34.1	18	6	3	40	CASCA	4243.8713575082	966.813676490699	10085.0239677049	27690.0947090164	2564.97719409836	654.283498419958	24284.2854350918	37308.7591868853	20986.177042623	1845617.68102623	12824.8859704918	140	0	180
D	5	1	0	1	2535.96488309352	890.714463924964	1004.42269336219	1698.79093373494	7.7	0.0576140893992661	26.7654959434224	12	13	3.9	0.4	2	2	25	4	4.4	29.4	15	7	7	48	FOLHA	49882.4292504496	2561.3516067305	21682.4997504496	13504.013002473	6149.7148415018	3001.52859149822	84846.7209359598	15215.7892985611	443793.854541367	2449742.07706834	35503.5083633093	140	0	180
D	5	1	0	1	2535.96488309352	890.714463924964	1004.42269336219	1698.79093373494	7.7	0.0576140893992661	26.7654959434224	12	13	3.9	0.4	2	2	25	4	4.4	29.4	15	7	7	48	LENHO	2868.10057383838	110.149033236478	1959.57182063492	712.571571139971	244.946477579365	254.965287896716	4534.98029658474	1781.42892784993	17814.2892784993	114902.16584632	14251.4314227994	140	0	180
D	5	1	0	1	2535.96488309352	890.714463924964	1004.42269336219	1698.79093373494	7.7	0.0576140893992661	26.7654959434224	12	13	3.9	0.4	2	2	25	4	4.4	29.4	15	7	7	48	GALHO	9751.05995963855	1841.22929826108	6710.22418825301	5860.82872138554	2293.36776054217	884.382499407256	11068.5839674085	6795.16373493976	37373.4005421687	694805.49189759	15289.1184036145	140	0	180
D	5	1	0	1	2535.96488309352	890.714463924964	1004.42269336219	1698.79093373494	7.7	0.0576140893992661	26.7654959434224	12	13	3.9	0.4	2	2	25	4	4.4	29.4	15	7	7	48	CASCA	5273.21914015151	941.20305713755	7884.71814289321	15016.1192657648	2988.15751275252	403.286639528846	22118.5552840176	8035.38154689754	28123.8354141414	1254523.94400938	10044.2269336219	140	0	180
D	6	1	1	1	2451.08876277372	2606.67499777283	960.353946547884	1886.52010638298	6.2	0.0636619772367581	26.3135292477108	3	14	4.1	0.3	4	2	25	4	6.3	31.3	20	13	6	39	FOLHA	49928.6780977007	3213.08916299962	20589.1456072993	16544.8491487226	7291.98906925182	3517.01621078044	99114.0176241918	14706.5325766423	411782.912145985	2460893.11782482	41668.5089671533	140	40	180
D	6	1	1	1	2451.08876277372	2606.67499777283	960.353946547884	1886.52010638298	6.2	0.0636619772367581	26.3135292477108	3	14	4.1	0.3	4	2	25	4	6.3	31.3	20	13	6	39	LENHO	5109.08299563474	322.351036830771	10035.6987414254	1824.67249844098	1564.0049986637	845.239191072942	18322.9346112211	5213.34999554566	91233.624922049	265880.849772828	57346.8499510022	140	40	180
D	6	1	1	1	2451.08876277372	2606.67499777283	960.353946547884	1886.52010638298	6.2	0.0636619772367581	26.3135292477108	3	14	4.1	0.3	4	2	25	4	6.3	31.3	20	13	6	39	GALHO	12809.4715223404	2545.96866864135	12686.8477154255	17874.7780079787	2169.49812234043	1058.68455725237	28438.6770281261	13205.6407446809	67914.7238297872	1477145.24329787	13205.6407446809	140	40	180
D	6	1	1	1	2451.08876277372	2606.67499777283	960.353946547884	1886.52010638298	6.2	0.0636619772367581	26.3135292477108	3	14	4.1	0.3	4	2	25	4	6.3	31.3	20	13	6	39	CASCA	3428.46358917595	1222.00300684192	7370.71653975501	22544.3088952116	2688.99105033408	499.955707731696	21148.1102521089	2881.06183964365	33612.3881291759	1237896.23710022	9603.53946547884	140	40	180
D	6	1	0	1	2569.39846878423	3584.52712113402	1069.06949226804	1602.55190415335	6.1	0.0604788783749202	23.3649285308	5	16	4.5	0.5	10	2	20	2	12.5	32.5	38	31	6	14	FOLHA	49281.0626312815	3567.56121911897	25180.1049940854	17279.2047025739	6487.73113368018	3553.97683094289	82526.5491955685	35971.5785629792	418811.950411829	2461483.73309529	51387.9693756846	140	40	180
D	6	1	0	1	2569.39846878423	3584.52712113402	1069.06949226804	1602.55190415335	6.1	0.0604788783749202	23.3649285308	5	16	4.5	0.5	10	2	20	2	12.5	32.5	38	31	6	14	LENHO	8531.17454829897	671.914992769292	12725.0712800258	2150.71627268041	2329.94262873711	1300.02745150951	32659.236462686	7169.05424226804	319022.913780928	430143.254536082	107535.813634021	140	40	180
D	6	1	0	1	2569.39846878423	3584.52712113402	1069.06949226804	1602.55190415335	6.1	0.0604788783749202	23.3649285308	5	16	4.5	0.5	10	2	20	2	12.5	32.5	38	31	6	14	GALHO	10656.9701626198	2739.01104052285	14543.1585301917	12740.2876380192	3044.84861789137	899.326197151127	22376.6942468003	9615.31142492013	89742.9066325879	1193901.16859425	20833.1747539936	140	40	180
D	6	1	0	1	2569.39846878423	3584.52712113402	1069.06949226804	1602.55190415335	6.1	0.0604788783749202	23.3649285308	5	16	4.5	0.5	10	2	20	2	12.5	32.5	38	31	6	14	CASCA	3966.24781631443	1158.70766199188	10236.3403884665	22103.0117526418	4115.91754523196	408.429156729229	24832.4992827959	6414.41695360825	66282.3085206186	1388721.27045619	18174.1813685567	140	40	180
D	7	1	1	1	2689.46696052632	3399.6410847569	787.996277923784	1778.8442811245	6.95	0.0636619772367581	29.4966174631597	6	15	3.9	0.2	4	2	31	4	6.2	37.2	17	11	5	39	FOLHA	47442.1971836842	2617.99570697877	20708.8955960526	18826.2687236842	7597.74416348684	3314.65137037841	91800.7631946937	24205.2026447368	400730.577118421	2893866.44952632	43031.4713684211	140	100	180
D	7	1	1	1	2689.46696052632	3399.6410847569	787.996277923784	1778.8442811245	6.95	0.0636619772367581	29.4966174631597	6	15	3.9	0.2	4	2	31	4	6.2	37.2	17	11	5	39	LENHO	8805.07040952037	420.412145534139	7309.22833222733	2719.71286780552	2209.76670509198	1232.97344004062	29191.1581023643	6799.2821695138	666329.652612352	356962.313899474	84991.0271189225	140	100	180
D	7	1	1	1	2689.46696052632	3399.6410847569	787.996277923784	1778.8442811245	6.95	0.0636619772367581	29.4966174631597	6	15	3.9	0.2	4	2	31	4	6.2	37.2	17	11	5	39	GALHO	13323.5436656225	2400.65387631518	10717.5367937751	10495.1812586345	2134.6131373494	1219.88883209924	29823.8393421844	7115.37712449799	129855.632522088	1300335.16950201	19567.2870923695	140	100	180
D	7	1	1	1	2689.46696052632	3399.6410847569	787.996277923784	1778.8442811245	6.95	0.0636619772367581	29.4966174631597	6	15	3.9	0.2	4	2	31	4	6.2	37.2	17	11	5	39	CASCA	4136.98045909987	795.884653613836	6481.26938592312	10834.948821452	2757.98697273324	410.227123276245	17352.5940344045	3151.98511169514	23639.8883377135	767508.374697766	9455.95533508541	140	100	180
D	7	1	0	1	1632.70032075472	1550.91636809816	1197.54301840491	1046.11610616438	6.8	0.0604788783749202	26.0461498376131	2	14	3.9	1.1	1	1	31	4	3.1	34.1	9	3	3	56	FOLHA	27886.5214784906	2657.04134999522	13020.7850580189	13184.0550900943	4489.92588207547	2175.15226358046	68400.4406089931	16327.0032075472	295518.758056604	2057202.40415094	26123.2051320755	140	100	180
